#{"t_start": 1668550789.767045, "env_id": "nnMeta-v40"}
r,l,t
3020.0,3,13.958372
3338.0,4,13.966858
4541.0,5,13.976429
5107.0,6,13.986304
6856.0,7,13.996219
9147.0,8,14.006345
9960.0,9,14.015984
11791.0,10,14.025617
14029.0,11,14.034119
15275.0,12,14.042703
15737.0,13,14.051137
17309.0,14,14.05981
19543.0,15,14.068237
20496.0,16,14.077067
21203.0,17,14.08575
23258.0,18,14.09522
23332.0,19,14.105535
24405.0,20,14.114742
25268.0,21,14.124508
25315.0,22,14.133942
25723.0,23,14.143355
27125.0,24,14.153288
27610.0,25,14.162072
28926.0,26,14.171006
30779.0,27,14.179351
32621.0,28,14.188401
33172.0,29,14.196861
33765.0,30,14.206384
35826.0,31,14.215628
36453.0,32,14.225139
37993.0,33,14.234391
38980.0,34,14.243769
40199.0,35,14.253713
41228.0,36,14.263135
41657.0,37,14.272309
42998.0,38,14.295161
44703.0,39,14.304126
44743.0,40,14.312536
46541.0,41,14.321438
48814.0,42,14.330174
50038.0,43,14.3388
52121.0,44,14.347262
52173.0,45,14.356213
52504.0,46,14.36479
53455.0,47,14.373381
55097.0,48,14.384197
2260.0,1,14.39466
3427.0,2,14.404539
5235.0,3,14.41323
5750.0,4,14.421856
6615.0,5,14.430487
6663.0,6,14.439443
7272.0,7,14.448278
8144.0,8,14.459792
8507.0,9,14.470164
9757.0,10,14.47945
11930.0,11,14.489397
12339.0,12,14.500097
13954.0,13,14.51203
14849.0,14,14.523979
16546.0,15,14.533549
16634.0,16,14.542399
18586.0,17,14.551776
20736.0,18,14.560441
22834.0,19,14.569093
23139.0,20,14.577781
25458.0,21,14.586514
26133.0,22,14.594715
26692.0,23,14.603818
28544.0,24,14.612281
29690.0,25,14.621165
30781.0,26,14.629546
32560.0,27,14.638358
33122.0,28,14.64674
34950.0,29,14.655877
37244.0,30,14.664307
37780.0,31,14.673075
38111.0,32,14.68151
40082.0,33,14.690488
40733.0,34,14.698879
42200.0,35,14.70753
43226.0,36,14.715865
45209.0,37,14.724625
47314.0,38,14.733296
48886.0,39,14.741957
50233.0,40,14.750494
50257.0,41,14.759252
51722.0,42,14.767809
53772.0,43,14.776475
55431.0,44,14.785188
56399.0,45,14.795419
57793.0,46,14.80453
58467.0,47,14.814044
60548.0,48,14.824521
758.0,1,14.834352
2633.0,2,14.844021
4041.0,3,14.854218
5900.0,4,14.863821
6580.0,5,14.874165
7992.0,6,14.884188
9569.0,7,14.894358
11209.0,8,14.903478
11988.0,9,14.912115
12606.0,10,14.921605
14490.0,11,14.930234
15828.0,12,14.940161
17937.0,13,14.949802
19484.0,14,14.960092
21047.0,15,14.97066
22271.0,16,14.979973
23892.0,17,14.990301
23952.0,18,14.99983
25431.0,19,15.008776
26458.0,20,15.01732
27001.0,21,15.026042
27433.0,22,15.034414
27770.0,23,15.043848
28297.0,24,15.05362
29205.0,25,15.063003
29560.0,26,15.07316
31751.0,27,15.082408
33996.0,28,15.091954
35084.0,29,15.100411
35282.0,30,15.109306
37168.0,31,15.11755
38400.0,32,15.125996
39858.0,33,15.134321
41237.0,34,15.142956
43413.0,35,15.153041
43699.0,36,15.16254
45015.0,37,15.172886
45703.0,38,15.182238
47535.0,39,15.190763
49225.0,40,15.199509
50181.0,41,15.207934
50518.0,42,15.216337
67.0,1,15.224993
1498.0,2,15.233516
2527.0,3,15.242276
4179.0,4,15.25078
5546.0,5,15.260053
7502.0,6,15.269678
9670.0,7,15.279123
11630.0,8,15.288386
12675.0,9,15.297128
14899.0,10,15.306066
16610.0,11,15.314451
17918.0,12,15.323239
19886.0,13,15.331701
20854.0,14,15.34014
22678.0,15,15.348457
23192.0,16,15.357149
24915.0,17,15.365461
25392.0,18,15.374137
27434.0,19,15.382745
28385.0,20,15.392361
28630.0,21,15.401707
28766.0,22,15.411562
30047.0,23,15.42172
30424.0,24,15.430801
32519.0,25,15.439525
34442.0,26,15.447835
35210.0,27,15.456515
36122.0,28,15.465093
36873.0,29,15.473729
38131.0,30,15.483221
39538.0,31,15.49304
41840.0,32,15.503457
42435.0,33,15.512501
43881.0,34,15.521252
44292.0,35,15.52991
46380.0,36,15.538499
48241.0,37,15.546871
49570.0,38,15.555987
49911.0,39,15.564415
51296.0,40,15.573302
51953.0,41,15.581774
53083.0,42,15.590446
54963.0,43,15.598946
55500.0,44,15.607864
56620.0,45,15.61762
57046.0,46,15.626919
59077.0,47,15.63526
59208.0,48,15.644138
1932.0,1,15.652815
3582.0,2,15.661277
4078.0,3,15.67014
4093.0,4,15.678597
5955.0,5,15.687428
7342.0,6,15.695873
8391.0,7,15.705235
9021.0,8,15.715182
9862.0,9,15.725015
11304.0,10,15.734104
12249.0,11,15.742551
12881.0,12,15.751314
14509.0,13,15.760029
16067.0,14,15.768654
18176.0,15,15.777516
19919.0,16,15.786323
19938.0,17,15.794575
21170.0,18,15.803534
23492.0,19,15.811962
24220.0,20,15.821086
26320.0,21,15.830745
26656.0,22,15.841014
27677.0,23,15.850933
29193.0,24,15.860103
30308.0,25,15.869033
31461.0,26,15.87747
33104.0,27,15.886216
34314.0,28,15.894827
36579.0,29,15.90348
37671.0,30,15.911764
37832.0,31,15.920481
40040.0,32,15.928919
42268.0,33,15.937853
44166.0,34,15.946131
46054.0,35,15.955404
47014.0,36,15.963768
47196.0,37,15.972634
48667.0,38,15.981113
48769.0,39,15.989779
49189.0,40,15.998439
51284.0,41,16.007037
52163.0,42,16.015319
53429.0,43,16.024131
54234.0,44,16.032567
54688.0,45,16.041033
54868.0,46,16.049232
56394.0,47,16.057769
57489.0,48,16.066191
795.0,1,16.074879
2583.0,2,16.083653
3573.0,3,16.09302
3821.0,4,16.101631
4963.0,5,16.110298
5573.0,6,16.119143
6391.0,7,16.130436
7855.0,8,16.140598
9719.0,9,16.150371
11597.0,10,16.160077
11696.0,11,16.170008
12489.0,12,16.17965
14323.0,13,16.190434
16408.0,14,16.200041
17981.0,15,16.209523
19792.0,16,16.219543
19918.0,17,16.228733
21845.0,18,16.239026
22432.0,19,16.247753
22619.0,20,16.25668
22968.0,21,16.265309
24626.0,22,16.274303
25850.0,23,16.282816
26618.0,24,16.291508
26915.0,25,16.299877
29229.0,26,16.308337
31016.0,27,16.316786
33058.0,28,16.325303
34307.0,29,16.333693
35982.0,30,16.342212
37215.0,31,16.350651
38247.0,32,16.359311
39396.0,33,16.367618
39578.0,34,16.376197
41696.0,35,16.38484
43437.0,36,16.393428
43589.0,37,16.401959
44400.0,38,16.412145
46683.0,39,16.423322
47621.0,40,16.434107
49521.0,41,16.4441
51822.0,42,16.454279
52936.0,43,16.464255
53998.0,44,16.474224
54997.0,45,16.483536
55745.0,46,16.493042
56135.0,47,16.503171
57057.0,48,16.512574
1850.0,1,16.522942
4068.0,2,16.532572
4680.0,3,16.541342
6979.0,4,16.549782
8754.0,5,16.558519
10849.0,6,16.567124
13157.0,7,16.57568
14751.0,8,16.58443
16079.0,9,16.593025
16520.0,10,16.602236
17537.0,11,16.61235
18760.0,12,16.623073
19697.0,13,16.632683
21403.0,14,16.642763
21812.0,15,16.652551
24096.0,16,16.661711
26318.0,17,16.670638
27908.0,18,16.679175
29273.0,19,16.688902
30329.0,20,16.698666
32143.0,21,16.70917
33602.0,22,16.721299
33957.0,23,16.732275
34083.0,24,16.743217
34925.0,25,16.753469
36826.0,26,16.762049
39060.0,27,16.770991
41059.0,28,16.7794
41671.0,29,16.788319
1366.0,1,16.797172
2256.0,2,16.806014
2663.0,3,16.816185
3174.0,4,16.826298
3636.0,5,16.83664
5427.0,6,16.845407
5610.0,7,16.854458
6434.0,8,16.863221
6964.0,9,16.871925
7652.0,10,16.88034
8240.0,11,16.889451
8924.0,12,16.89802
9272.0,13,16.90666
10178.0,14,16.915102
12354.0,15,16.923969
12556.0,16,16.932531
14671.0,17,16.941116
15223.0,18,16.949571
16409.0,19,16.958258
17999.0,20,16.9668
20152.0,21,16.975617
21020.0,22,16.98432
22482.0,23,16.993099
24802.0,24,17.001524
26702.0,25,17.010179
27946.0,26,17.018738
30027.0,27,17.027485
30360.0,28,17.036428
32273.0,29,17.044775
32689.0,30,17.053732
33719.0,31,17.062071
34492.0,32,17.07088
34863.0,33,17.079214
36445.0,34,17.088059
37856.0,35,17.09654
39854.0,36,17.105331
41365.0,37,17.113679
42412.0,38,17.122667
42696.0,39,17.131372
45000.0,40,17.139974
46183.0,41,17.148528
47289.0,42,17.157369
47674.0,43,17.16602
49393.0,44,17.175906
50609.0,45,17.185801
52629.0,46,17.195526
54870.0,47,17.206118
56787.0,48,17.215653
1536.0,1,17.225625
3794.0,2,17.236959
5326.0,3,17.245965
7630.0,4,17.254836
8099.0,5,17.26315
8988.0,6,17.271659
10603.0,7,17.280367
12540.0,8,17.290526
14380.0,9,17.299968
15288.0,10,17.309417
17233.0,11,17.319315
18234.0,12,17.327912
19701.0,13,17.336766
20388.0,14,17.345128
21324.0,15,17.354527
21694.0,16,17.364253
21899.0,17,17.374112
23621.0,18,17.38357
24893.0,19,17.393417
26402.0,20,17.40331
28055.0,21,17.411612
28451.0,22,17.420476
29998.0,23,17.429041
30469.0,24,17.43803
30530.0,25,17.446466
32406.0,26,17.45612
34027.0,27,17.464712
34932.0,28,17.473296
35411.0,29,17.482298
36936.0,30,17.491054
37789.0,31,17.499491
39017.0,32,17.507997
40002.0,33,17.516418
40046.0,34,17.525352
40452.0,35,17.534115
41942.0,36,17.543427
43276.0,37,17.554092
45431.0,38,17.563561
46280.0,39,17.572789
48103.0,40,17.581071
48804.0,41,17.589975
49086.0,42,17.59835
50476.0,43,17.607074
50967.0,44,17.615433
51659.0,45,17.624041
52380.0,46,17.632605
52441.0,47,17.640987
301.0,1,17.649292
2243.0,2,17.658617
3672.0,3,17.667945
3966.0,4,17.677676
4985.0,5,17.68779
6485.0,6,17.696661
7276.0,7,17.707005
8379.0,8,17.721062
9425.0,9,17.733021
10419.0,10,17.744021
11358.0,11,17.75563
11755.0,12,17.766107
13190.0,13,17.775764
13803.0,14,17.78446
14051.0,15,17.79322
15556.0,16,17.801763
15709.0,17,17.810723
15847.0,18,17.819564
17999.0,19,17.827961
19445.0,20,17.836992
19814.0,21,17.845421
21487.0,22,17.854357
23578.0,23,17.8628
25516.0,24,17.871638
27035.0,25,17.879921
28435.0,26,17.889046
30100.0,27,17.89736
30563.0,28,17.906157
31836.0,29,17.915795
32725.0,30,17.925572
33857.0,31,17.935237
35589.0,32,17.945058
37574.0,33,17.955015
39331.0,34,17.964792
41451.0,35,17.97466
43246.0,36,17.984242
44718.0,37,17.993283
46919.0,38,18.00173
48072.0,39,18.010548
50163.0,40,18.019544
131.0,1,18.028079
411.0,2,18.036808
1256.0,3,18.046443
1647.0,4,18.05761
2925.0,5,18.067366
2988.0,6,18.077139
4438.0,7,18.087188
5397.0,8,18.096807
7307.0,9,18.106688
7360.0,10,18.116381
8455.0,11,18.125963
8764.0,12,18.134539
10647.0,13,18.143088
12095.0,14,18.151512
13055.0,15,18.16031
14763.0,16,18.168841
15731.0,17,18.177614
16908.0,18,18.187265
17855.0,19,18.196996
18301.0,20,18.208586
19571.0,21,18.220657
20681.0,22,18.232746
21605.0,23,18.244211
23847.0,24,18.254884
26106.0,25,18.264372
27379.0,26,18.274468
29248.0,27,18.283976
31025.0,28,18.293832
33332.0,29,18.303981
33692.0,30,18.313599
34628.0,31,18.324256
35001.0,32,18.333954
35108.0,33,18.344012
35729.0,34,18.35398
36710.0,35,18.363031
38079.0,36,18.373065
39238.0,37,18.382973
39564.0,38,18.393027
41629.0,39,18.401479
42608.0,40,18.410342
44419.0,41,18.418847
45114.0,42,18.427519
45153.0,43,18.435955
45294.0,44,18.44461
46065.0,45,18.453481
48237.0,46,18.46189
50085.0,47,18.470719
51349.0,48,18.47902
56.0,1,18.489039
666.0,2,18.500138
2341.0,3,18.514979
3198.0,4,18.52847
5026.0,5,18.541478
7189.0,6,18.554022
8999.0,7,18.565893
10951.0,8,18.576261
12083.0,9,18.587108
12132.0,10,18.596619
14420.0,11,18.606216
16170.0,12,18.615655
16785.0,13,18.625656
16786.0,14,18.634851
19096.0,15,18.645084
20445.0,16,18.655629
21498.0,17,18.665544
22197.0,18,18.67547
23315.0,19,18.685496
23837.0,20,18.695403
25065.0,21,18.706071
26982.0,22,18.715468
28279.0,23,18.7256
28703.0,24,18.735055
28791.0,25,18.744997
30074.0,26,18.755474
31184.0,27,18.76498
31236.0,28,18.774713
32138.0,29,18.784136
34205.0,30,18.792931
34793.0,31,18.801366
36313.0,32,18.810033
36464.0,33,18.818646
38357.0,34,18.827304
40367.0,35,18.835943
42352.0,36,18.84447
42798.0,37,18.85374
43274.0,38,18.864379
45199.0,39,18.874225
47005.0,40,18.883638
48298.0,41,18.893208
49075.0,42,18.903363
50496.0,43,18.9128
51038.0,44,18.922898
52120.0,45,18.932668
53150.0,46,18.941757
54186.0,47,18.950335
55986.0,48,18.958961
199.0,1,18.967361
931.0,2,18.975915
1140.0,3,18.984576
2588.0,4,18.993607
3478.0,5,19.002048
4613.0,6,19.010784
6241.0,7,19.019691
7440.0,8,19.028179
9232.0,9,19.037071
9432.0,10,19.045403
11266.0,11,19.05431
12671.0,12,19.063015
13087.0,13,19.071643
14354.0,14,19.080232
14728.0,15,19.088996
16798.0,16,19.097411
17686.0,17,19.106034
19325.0,18,19.1143
20187.0,19,19.122918
22261.0,20,19.131461
23715.0,21,19.140073
25511.0,22,19.148506
26162.0,23,19.157121
27761.0,24,19.165698
27880.0,25,19.174146
28659.0,26,19.182501
28993.0,27,19.191004
30429.0,28,19.19951
32613.0,29,19.207906
33152.0,30,19.216472
34568.0,31,19.225375
36574.0,32,19.234056
37321.0,33,19.243018
38916.0,34,19.253306
39216.0,35,19.26276
40505.0,36,19.271419
40649.0,37,19.280998
40767.0,38,19.289829
42231.0,39,19.298405
43690.0,40,19.307051
45692.0,41,19.315501
46443.0,42,19.32405
46835.0,43,19.332445
48135.0,44,19.34123
48953.0,45,19.349869
49386.0,46,19.358858
50226.0,47,19.367336
50886.0,48,19.376766
2207.0,1,19.387498
2518.0,2,19.396649
4804.0,3,19.405591
6725.0,4,19.414429
8497.0,5,19.424697
8844.0,6,19.434798
10835.0,7,19.445194
12299.0,8,19.454425
13614.0,9,19.462987
15328.0,10,19.471874
15530.0,11,19.480393
17239.0,12,19.489833
17326.0,13,19.499217
18758.0,14,19.508339
19683.0,15,19.517301
21386.0,16,19.526504
22063.0,17,19.536041
22871.0,18,19.545202
24332.0,19,19.554103
24570.0,20,19.562531
24597.0,21,19.569775
24662.0,22,19.578415
25610.0,23,19.587324
27300.0,24,19.59555
29421.0,25,19.604161
30635.0,26,19.615679
31150.0,27,19.625329
33028.0,28,19.63475
34132.0,29,19.645387
34211.0,30,19.65702
36093.0,31,19.667171
38008.0,32,19.67776
40045.0,33,19.688316
41085.0,34,19.697818
42826.0,35,19.707985
44367.0,36,19.718244
44760.0,37,19.728228
44943.0,38,19.737216
46821.0,39,19.745518
699.0,1,19.754264
1222.0,2,19.763003
2709.0,3,19.771637
4310.0,4,19.780017
4629.0,5,19.789116
5799.0,6,19.797705
7509.0,7,19.819809
8804.0,8,19.839436
10173.0,9,19.851745
11612.0,10,19.870603
12530.0,11,19.885529
13841.0,12,19.9042
14422.0,13,19.912586
16440.0,14,19.921715
18770.0,15,19.930374
20594.0,16,19.939463
21550.0,17,19.948927
21704.0,18,19.958747
22927.0,19,19.968158
24541.0,20,19.978849
26259.0,21,19.989257
27080.0,22,19.999083
nan,23,20.009442
nan,24,20.020611
nan,25,20.030183
nan,26,20.040653
nan,27,20.050108
nan,28,20.059641
nan,29,20.070466
nan,30,20.080573
nan,31,20.091445
nan,32,20.102163
nan,33,20.114403
nan,34,20.123946
nan,35,20.133132
nan,36,20.142911
nan,37,20.153347
nan,38,20.161936
nan,39,20.170881
nan,40,20.179342
nan,41,20.188126
nan,42,20.196576
nan,43,20.205272
nan,44,20.21358
nan,45,20.222607
nan,46,20.23092
nan,47,20.239678
nan,48,20.248027
283.0,1,20.256882
922.0,2,20.265799
3167.0,3,20.274333
5167.0,4,20.282806
7308.0,5,20.291442
9211.0,6,20.299862
11473.0,7,20.308448
13470.0,8,20.316802
14687.0,9,20.32563
16673.0,10,20.334217
17023.0,11,20.34266
17784.0,12,20.351342
19544.0,13,20.360142
20153.0,14,20.368653
20930.0,15,20.377103
21684.0,16,20.386062
22303.0,17,20.394547
22582.0,18,20.403316
23402.0,19,20.41198
24987.0,20,20.420659
25776.0,21,20.429034
27243.0,22,20.437829
28386.0,23,20.446389
28580.0,24,20.455521
30231.0,25,20.463948
31874.0,26,20.472536
32066.0,27,20.48098
33986.0,28,20.489799
34172.0,29,20.498445
34649.0,30,20.506963
36361.0,31,20.515436
36982.0,32,20.523956
38825.0,33,20.532547
39197.0,34,20.541003
41022.0,35,20.549364
43148.0,36,20.558272
43392.0,37,20.566719
45190.0,38,20.57513
46381.0,39,20.583887
46435.0,40,20.592393
47680.0,41,20.600841
49923.0,42,20.609279
50090.0,43,20.617943
50774.0,44,20.626926
52505.0,45,20.636595
54620.0,46,20.646805
55374.0,47,20.657905
444.0,1,20.667558
995.0,2,20.678268
1712.0,3,20.688864
3550.0,4,20.698824
5575.0,5,20.710025
7048.0,6,20.722398
8981.0,7,20.735013
9936.0,8,20.746244
10680.0,9,20.757919
11290.0,10,20.769944
11974.0,11,20.781138
12138.0,12,20.792867
14012.0,13,20.81506
14499.0,14,20.827385
14821.0,15,20.839324
15890.0,16,20.850572
16030.0,17,20.86281
17237.0,18,20.874029
17508.0,19,20.884621
18990.0,20,20.897796
20268.0,21,20.907682
21631.0,22,20.917291
22519.0,23,20.926904
24312.0,24,20.936764
26364.0,25,20.948425
28646.0,26,20.958406
30734.0,27,20.968914
31989.0,28,20.979741
34047.0,29,20.990334
35544.0,30,20.999572
37794.0,31,21.029563
38401.0,32,21.03872
40477.0,33,21.04719
41005.0,34,21.056369
42168.0,35,21.065146
43428.0,36,21.073796
45699.0,37,21.08928
46608.0,38,21.110458
47625.0,39,21.132035
47840.0,40,21.166785
50075.0,41,21.188812
50530.0,42,21.19758
51524.0,43,21.206631
52817.0,44,21.245559
53343.0,45,21.254292
54303.0,46,21.262749
55024.0,47,21.271311
55106.0,48,21.27971
857.0,1,21.288455
3139.0,2,21.316973
3446.0,3,21.325652
4568.0,4,21.334149
4702.0,5,21.342561
5170.0,6,21.351111
6408.0,7,21.359604
7564.0,8,21.36786
8507.0,9,21.376291
8638.0,10,21.384576
10315.0,11,21.39318
10866.0,12,21.401362
12703.0,13,21.409961
13492.0,14,21.418659
14136.0,15,21.426964
15221.0,16,21.435525
16799.0,17,21.444001
17879.0,18,21.453003
18934.0,19,21.461165
19746.0,20,21.470199
20852.0,21,21.478491
22749.0,22,21.487212
22824.0,23,21.495826
23453.0,24,21.504709
24655.0,25,21.51307
26620.0,26,21.522183
27719.0,27,21.530675
29237.0,28,21.53931
29635.0,29,21.547655
31422.0,30,21.556257
32594.0,31,21.564796
34798.0,32,21.573223
35095.0,33,21.581508
35476.0,34,21.590128
37383.0,35,21.598637
38629.0,36,21.607471
40859.0,37,21.61692
41492.0,38,21.625554
42016.0,39,21.63433
42531.0,40,21.643137
43226.0,41,21.65321
45533.0,42,21.66283
47090.0,43,21.673241
47643.0,44,21.68317
48714.0,45,21.693242
49796.0,46,21.702805
51363.0,47,21.712448
52717.0,48,21.723145
1533.0,1,21.732814
3047.0,2,21.742549
3533.0,3,21.752585
4833.0,4,21.762714
5876.0,5,21.772622
6353.0,6,21.782382
8137.0,7,21.792561
8280.0,8,21.803095
9870.0,9,21.811914
11641.0,10,21.820801
11718.0,11,21.829517
12740.0,12,21.838128
14826.0,13,21.84645
16242.0,14,21.855575
16494.0,15,21.864328
17528.0,16,21.87312
17728.0,17,21.881316
19683.0,18,21.891218
21084.0,19,21.901487
23106.0,20,21.910648
23632.0,21,21.919485
25108.0,22,21.927832
26748.0,23,21.936781
27769.0,24,21.944923
28300.0,25,21.953724
29079.0,26,21.962347
30431.0,27,21.97094
30722.0,28,21.979364
32047.0,29,21.988141
32590.0,30,21.997716
33073.0,31,22.007772
33598.0,32,22.016428
34230.0,33,22.025265
34290.0,34,22.034034
35804.0,35,22.042585
451.0,1,22.051032
2130.0,2,22.060226
2732.0,3,22.068627
4971.0,4,22.07718
6589.0,5,22.085688
6864.0,6,22.093958
9086.0,7,22.102657
10437.0,8,22.111813
11317.0,9,22.122467
13157.0,10,22.132505
15406.0,11,22.142252
17377.0,12,22.152547
18090.0,13,22.161007
18493.0,14,22.169991
20033.0,15,22.178328
21504.0,16,22.187151
22027.0,17,22.195558
24007.0,18,22.204256
24625.0,19,22.212688
26361.0,20,22.221299
27271.0,21,22.229837
28941.0,22,22.23871
29259.0,23,22.246989
29617.0,24,22.255645
29899.0,25,22.26388
31567.0,26,22.272751
33426.0,27,22.281392
34892.0,28,22.289993
36731.0,29,22.298679
38666.0,30,22.307266
40712.0,31,22.315814
41499.0,32,22.324213
42565.0,33,22.332684
44400.0,34,22.341309
45848.0,35,22.349962
46140.0,36,22.358684
47276.0,37,22.367073
48924.0,38,22.376177
49198.0,39,22.385207
50316.0,40,22.394382
52278.0,41,22.40332
54180.0,42,22.411908
54337.0,43,22.420952
54690.0,44,22.429622
56612.0,45,22.438196
58908.0,46,22.446782
60400.0,47,22.455865
60596.0,48,22.464532
1976.0,1,22.473434
2900.0,2,22.481824
3843.0,3,22.490506
5564.0,4,22.498976
7084.0,5,22.50745
8077.0,6,22.515777
8676.0,7,22.524573
10705.0,8,22.533142
12032.0,9,22.541777
13355.0,10,22.55016
14227.0,11,22.558818
16383.0,12,22.567279
17572.0,13,22.575847
19775.0,14,22.584316
22071.0,15,22.593287
23098.0,16,22.60189
24357.0,17,22.610735
26308.0,18,22.619487
26697.0,19,22.627662
28688.0,20,22.636736
30674.0,21,22.64509
31218.0,22,22.653852
32049.0,23,22.66241
33982.0,24,22.67112
34668.0,25,22.679377
36480.0,26,22.688971
38446.0,27,22.697503
40126.0,28,22.706424
41735.0,29,22.714611
43594.0,30,22.723078
44277.0,31,22.731447
45011.0,32,22.740069
45235.0,33,22.748383
45916.0,34,22.757066
47226.0,35,22.765399
48606.0,36,22.773968
49382.0,37,22.782391
50374.0,38,22.791049
52347.0,39,22.799575
53371.0,40,22.808202
54324.0,41,22.816696
54733.0,42,22.826154
56396.0,43,22.834845
57389.0,44,22.843888
421.0,1,22.854294
512.0,2,22.863669
775.0,3,22.873182
1013.0,4,22.881625
1309.0,5,22.890423
1623.0,6,22.898871
3471.0,7,22.907262
4443.0,8,22.915462
5680.0,9,22.923961
5917.0,10,22.93242
8136.0,11,22.940789
9182.0,12,22.949342
10708.0,13,22.958508
12591.0,14,22.967775
13746.0,15,22.97781
15846.0,16,22.987823
16656.0,17,22.996442
17906.0,18,23.005123
18522.0,19,23.013581
19884.0,20,23.022305
22001.0,21,23.030681
23988.0,22,23.039183
24803.0,23,23.047909
25055.0,24,23.057735
26844.0,25,23.067243
27017.0,26,23.077387
28085.0,27,23.087098
28904.0,28,23.096878
29000.0,29,23.105842
29406.0,30,23.114389
30184.0,31,23.123214
31638.0,32,23.131672
33551.0,33,23.140174
35532.0,34,23.148447
37446.0,35,23.158959
38011.0,36,23.167943
39377.0,37,23.176512
41526.0,38,23.185273
42020.0,39,23.194215
44150.0,40,23.203089
45600.0,41,23.211575
47076.0,42,23.220309
48185.0,43,23.22869
49312.0,44,23.237702
51012.0,45,23.245931
